IT0469A;PIEMONTE
IT0643A;PIEMONTE
IT0470A;PIEMONTE
IT1128A;PIEMONTE
IT1130A;PIEMONTE
IT1114A;PIEMONTE
IT1247A;PIEMONTE
IT1121A;PIEMONTE
IT1246A;PIEMONTE
IT1904A;PIEMONTE
IT1877A;PIEMONTE
IT1847A;PIEMONTE
IT1830A;PIEMONTE
IT1948A;PIEMONTE
IT1963A;PIEMONTE
IT1903A;PIEMONTE
IT1878A;PIEMONTE
IT1961A;PIEMONTE
IT2104A;PIEMONTE
IT2117A;PIEMONTE
IT2121A;PIEMONTE
IT2168A;PIEMONTE
IT1676A;PIEMONTE
IT1532A;PIEMONTE
IT1788A;PIEMONTE
IT1529A;PIEMONTE
IT1510A;PIEMONTE
IT1518A;PIEMONTE
IT1582A;PIEMONTE
IT1523A;PIEMONTE
IT1524A;PIEMONTE
IT1509A;PIEMONTE
IT1533A;PIEMONTE
IT1519A;PIEMONTE
IT2116A;PIEMONTE
IT2102A;PIEMONTE
IT2118A;PIEMONTE
IT2128A;PIEMONTE
IT2101A;PIEMONTE
IT2282A;PIEMONTE
IT0983A;VALLE_AOSTA
IT0978A;VALLE_AOSTA
IT0988A;VALLE_AOSTA
IT1976A;VALLE_AOSTA
IT1725A;VALLE_AOSTA
IT2234A;VALLE_AOSTA
IT2233A;VALLE_AOSTA
IT2266A;VALLE_AOSTA
IT2284A;VALLE_AOSTA
IT1010A;LOMBARDIA
IT0707A;LOMBARDIA
IT0742A;LOMBARDIA
IT0692A;LOMBARDIA
IT0840A;LOMBARDIA
IT0740A;LOMBARDIA
IT0839A;LOMBARDIA
IT0906A;LOMBARDIA
IT0778A;LOMBARDIA
IT0776A;LOMBARDIA
IT0997A;LOMBARDIA
IT0706A;LOMBARDIA
IT0705A;LOMBARDIA
IT0709A;LOMBARDIA
IT1016A;LOMBARDIA
IT0524A;LOMBARDIA
IT0771A;LOMBARDIA
IT0912A;LOMBARDIA
IT0908A;LOMBARDIA
IT1034A;LOMBARDIA
IT0594A;LOMBARDIA
IT0846A;LOMBARDIA
IT0267A;LOMBARDIA
IT0777A;LOMBARDIA
IT1104A;LOMBARDIA
IT1294A;LOMBARDIA
IT1286A;LOMBARDIA
IT1392A;LOMBARDIA
IT1385A;LOMBARDIA
IT1190A;LOMBARDIA
IT1463A;LOMBARDIA
IT1287A;LOMBARDIA
IT1388A;LOMBARDIA
IT1153A;LOMBARDIA
IT1464A;LOMBARDIA
IT1459A;LOMBARDIA
IT1865A;LOMBARDIA
IT1876A;LOMBARDIA
IT1812A;LOMBARDIA
IT1868A;LOMBARDIA
IT1874A;LOMBARDIA
IT1826A;LOMBARDIA
IT1964A;LOMBARDIA
IT1965A;LOMBARDIA
IT1967A;LOMBARDIA
IT1873A;LOMBARDIA
IT1869A;LOMBARDIA
